Company Name,NSE,NSE CODE
Chennai Petroleum Corporation Ltd.,CHENNPETRO.NS,CHENNPETRO
Kopran Ltd.,KOPRAN.NS,KOPRAN
Igarashi Motors India Ltd.,IGARASHI.NS,IGARASHI
Camlin Fine Sciences Ltd.,CAMLINFINE.NS,CAMLINFINE
Fiem Industries Ltd.,FIEMIND.NS,FIEMIND
Savita Oil Technologies Ltd.,SOTL.NS,SOTL
Indo Rama Synthetics (India) Ltd.,INDORAMA.NS,INDORAMA
Accelya Solutions India Ltd.,ACCELYA.NS,ACCELYA
Aptech Ltd.,APTECHT.NS,APTECHT
Kesoram Industries Ltd.,KESORAMIND.NS,KESORAMIND
Electrosteel Castings Ltd.,ELECTCAST.NS,ELECTCAST
Sastasundar Ventures Ltd.,SASTASUNDR.NS,SASTASUNDR
Sandhar Technologies Ltd.,SANDHAR.NS,SANDHAR
Ramco Systems Ltd.,RAMCOSYS.NS,RAMCOSYS
Dolat Algotech Ltd.,DOLATALGO.NS,DOLATALGO
Moschip Technologies Ltd.,.NS,
Wheels India Ltd.,WHEELS.NS,WHEELS
Shalby Ltd.,SHALBY.NS,SHALBY
Gallantt Ispat Ltd.,GALLISPAT.NS,GALLISPAT
GNA Axles Ltd.,GNA.NS,GNA
Ramky Infrastructure Ltd.,RAMKY.NS,RAMKY
Kirloskar Industries Ltd.,KIRLOSIND.NS,KIRLOSIND
Shivalik Bimetal Controls Ltd.,SBCL.NS,SBCL
Kabra Extrusiontechnik Ltd.,KABRAEXTRU.NS,KABRAEXTRU
Kewal Kiran Clothing Ltd.,KKCL.NS,KKCL
Shriram Properties Ltd.,SHRIRAMPPS.NS,SHRIRAMPPS
BF Utilities Ltd.,BFUTILITIE.NS,BFUTILITIE
Nitin Spinners Ltd.,NITINSPIN.NS,NITINSPIN
TARC Ltd.,TARC.NS,TARC
Future Consumer Ltd.,FCONSUMER.NS,FCONSUMER
DFM Foods Ltd.,DFMFOODS.NS,DFMFOODS
Asian Star Company Ltd.,.NS,
Kalyani Steels Ltd.,KSL.NS,KSL
GM Breweries Ltd.,GMBREW.NS,GMBREW
Nureca Ltd.,NURECA.NS,NURECA
The Orissa Minerals Development Company Ltd.,ORISSAMINE.NS,ORISSAMINE
Patel Engineering Ltd.,PATELENG.NS,PATELENG
SIRCA Paints India Ltd.,SIRCA.NS,SIRCA
Welspun Enterprises Ltd.,WELENT.NS,WELENT
Ugro Capital Ltd.,UGROCAP.NS,UGROCAP
Sanghi Industries Ltd.,SANGHIIND.NS,SANGHIIND
Pricol Ltd.,PRICOLLTD.NS,PRICOLLTD
HSIL Ltd.,HSIL.NS,HSIL
Centrum Capital Ltd.,CENTRUM.NS,CENTRUM
Tilaknagar Industries Ltd.,TI.NS,TI
Power Mech Projects Ltd.,POWERMECH.NS,POWERMECH
Bodal Chemicals Ltd.,BODALCHEM.NS,BODALCHEM
Sutlej Textiles And Industries Ltd.,SUTLEJTEX.NS,SUTLEJTEX
ITD Cementation India Ltd.,ITDCEM.NS,ITDCEM
Dwarikesh Sugar Industries Ltd.,DWARKESH.NS,DWARKESH
Dynamatic Technologies Ltd.,DYNAMATECH.NS,DYNAMATECH
Quick Heal Technologies Ltd.,QUICKHEAL.NS,QUICKHEAL
Alicon Castalloy Ltd.,ALICON.NS,ALICON
Honda India Power Products Ltd.,HONDAPOWER.NS,HONDAPOWER
Chemcon Speciality Chemicals Ltd.,CHEMCON.NS,CHEMCON
Insecticides (India) Ltd.,INSECTICID.NS,INSECTICID
Sangam (India) Ltd.,SANGAMIND.NS,SANGAMIND
Precision Camshafts Ltd.,PRECAM.NS,PRECAM
Omaxe Ltd.,OMAXE.NS,OMAXE
Reliance Industrial Infrastructure Ltd.,RIIL.NS,RIIL
Andrew Yule & Company Ltd.,ANDREWYU.NS,ANDREWYU
JTL Infra Ltd.,JTLINFRA.NS,JTLINFRA
Grauer & Weil (India) Ltd.,GRAUWEIL.NS,GRAUWEIL
Orient Green Power Company Ltd.,GREENPOWER.NS,GREENPOWER
Kitex Garments Ltd.,KITEX.NS,KITEX
Vindhya Telelinks Ltd.,VINDHYATEL.NS,VINDHYATEL
PTC India Financial Services Ltd.,PFS.NS,PFS
Banco Products (India) Ltd.,BANCOINDIA.NS,BANCOINDIA
TD Power Systems Ltd.,TDPOWERSYS.NS,TDPOWERSYS
Gulshan Polyols Ltd.,GULPOLY.NS,GULPOLY
Cantabil Retail India Ltd.,CANTABIL.NS,CANTABIL
Sunflag Iron And Steel Company Ltd.,SUNFLAG.NS,SUNFLAG
NXTDigital Ltd.,NXTDIGITAL.NS,NXTDIGITAL
BF Investment Ltd.,BFINVEST.NS,BFINVEST
J Kumar Infraprojects Ltd.,JKIL.NS,JKIL
Yasho Industries Ltd.,.NS,
Monte Carlo Fashions Ltd.,MONTECARLO.NS,MONTECARLO
Panacea Biotec Ltd.,PANACEABIO.NS,PANACEABIO
Sigachi Industries Ltd.,SIGACHI.NS,SIGACHI
Gujarat Industries Power Company Ltd.,GIPCL.NS,GIPCL
5Paisa Capital Ltd.,5PAISA.NS,5PAISA
Thejo Engineering Ltd.,THEJO.NS,THEJO
PNB Gilts Ltd.,PNBGILTS.NS,PNBGILTS
Shankara Building Products Ltd.,SHANKARA.NS,SHANKARA
PC Jeweller Ltd.,PCJEWELLER.NS,PCJEWELLER
AVT Natural Products Ltd.,AVTNPL.NS,AVTNPL
Wonderla Holidays Ltd.,WONDERLA.NS,WONDERLA
Transpek Industry Ltd.,TRANSPEK.NS,TRANSPEK
Punjab Alkalies & Chemicals Ltd.,PUNALKALI.NS,PUNALKALI
Medicamen Biotech Ltd.,MEDICAMEQ.NS,MEDICAMEQ
Federal-Mogul Goetze (India) Ltd.,FMGOETZE.NS,FMGOETZE
Southern Petrochemical Industries Corporation Ltd.,SPIC.NS,SPIC
Capacit'e Infraprojects Ltd.,CAPACITE.NS,CAPACITE
Xchanging Solutions Ltd.,XCHANGING.NS,XCHANGING
Pix Transmissions Ltd.,.NS,
Equippp Social Impact Technologies Ltd.,EQUIPPP.NS,EQUIPPP
Suven Life Sciences Ltd.,SUVEN.NS,SUVEN
Jyoti Structures Ltd.,JYOTISTRUC.NS,JYOTISTRUC
Bliss GVS Pharma Ltd.,BLISSGVS.NS,BLISSGVS
MPS Ltd.,MPSLTD.NS,MPSLTD
Polo Queen Industrial & Fintech Ltd.,.NS,
Lumax Industries Ltd.,LUMAXIND.NS,LUMAXIND
Shanthi Gears Ltd.,SHANTIGEAR.NS,SHANTIGEAR
Xpro India Ltd.,XPROINDIA.NS,XPROINDIA
Udaipur Cement Works Ltd.,UDAICEMENT.NS,UDAICEMENT
Excel Industries Ltd.,EXCELINDUS.NS,EXCELINDUS
National Peroxide Ltd.,NATPEROXID.NS,NATPEROXID
Parsvnath Developers Ltd.,PARSVNATH.NS,PARSVNATH
Digispice Technologies Ltd.,DIGISPICE.NS,DIGISPICE
SJS Enterprises Ltd.,SJS.NS,SJS
Onmobile Global Ltd.,ONMOBILE.NS,ONMOBILE
Ganesha Ecosphere Ltd.,GANECOS.NS,GANECOS
SMS Pharmaceuticals Ltd.,SMSPHARMA.NS,SMSPHARMA
Clariant Chemicals (India) Ltd.,CLNINDIA.NS,CLNINDIA
Bhageria Industries Ltd.,BHAGERIA.NS,BHAGERIA
Lumax Auto Technologies Ltd.,LUMAXTECH.NS,LUMAXTECH
Shakti Pumps (India) Ltd.,SHAKTIPUMP.NS,SHAKTIPUMP
Ambika Cotton Mills Ltd.,AMBIKCO.NS,AMBIKCO
DB Realty Ltd.,DBREALTY.NS,DBREALTY
Ritesh Properties & Industries Ltd.,.NS,
RSWM Ltd.,RSWM.NS,RSWM
IFGL Refractories Ltd.,IFGLEXPOR.NS,IFGLEXPOR
Bajaj Healthcare Ltd.,BAJAJHCARE.NS,BAJAJHCARE
Titagarh Wagons Ltd.,TWL.NS,TWL
Bharat Bijlee Ltd.,BBL.NS,BBL
S.P. Apparels Ltd.,SPAL.NS,SPAL
EIH Associated Hotels Ltd.,EIHAHOTELS.NS,EIHAHOTELS
Reliance Communications Ltd.,RCOM.NS,RCOM
Ester Industries Ltd.,ESTER.NS,ESTER
Saksoft Ltd.,SAKSOFT.NS,SAKSOFT
KDDL Ltd.,KDDL.NS,KDDL
Parag Milk Foods Ltd.,PARAGMILK.NS,PARAGMILK
DCW Ltd.,DCW.NS,DCW
Ganesh Housing Corporation Ltd.,GANESHHOUC.NS,GANESHHOUC
KMC Speciality Hospitals (India) Ltd.,.NS,
Elpro International Ltd.,ELPROINTL.NS,ELPROINTL
Urja Global Ltd.,URJA.NS,URJA
Ultramarine & Pigments Ltd.,ULTRMARINE.NS,ULTRMARINE
Black Rose Industries Ltd.,.NS,
Shree Digvijay Cement Company Ltd.,SHREDIGCEM.NS,SHREDIGCEM
Future Lifestyle Fashions Ltd.,FLFL.NS,FLFL
Visaka Industries Ltd.,VISAKAIND.NS,VISAKAIND
Andhra Petrochemicals Ltd.,ANDHRAPET.NS,ANDHRAPET
Mangalam Cement Ltd.,MANGLMCEM.NS,MANGLMCEM
Cerebra Integrated Technologies Ltd.,CEREBRAINT.NS,CEREBRAINT
Jet Airways (India) Ltd.,JETAIRWAYS.NS,JETAIRWAYS
Ajmera Realty & Infra India Ltd.,AJMERA.NS,AJMERA
KBC Global Ltd.,KBCGLOBAL.NS,KBCGLOBAL
Vardhman Special Steels Ltd.,VSSL.NS,VSSL
The Anup Engineering Ltd.,ANUP.NS,ANUP
Vishnu Chemicals Ltd.,VISHNU.NS,VISHNU
63 Moons Technologies Ltd.,63MOONS.NS,63MOONS
Zota Health Care Ltd.,ZOTA.NS,ZOTA
Wendt (India) Ltd.,WENDT.NS,WENDT
Infobeans Technologies Ltd.,INFOBEAN.NS,INFOBEAN
Texmaco Rail & Engineering Ltd.,TEXRAIL.NS,TEXRAIL
Uniphos Enterprises Ltd.,UNIENTER.NS,UNIENTER
TTK Healthcare Ltd.,TTKHLTCARE.NS,TTKHLTCARE
RPG Life Sciences Ltd.,RPGLIFE.NS,RPGLIFE
ISMT Ltd.,ISMTLTD.NS,ISMTLTD
India Motor Parts & Accessories Ltd.,IMPAL.NS,IMPAL
Prakash Industries Ltd.,PRAKASH.NS,PRAKASH
Jubilant Industries Ltd.,JUBLINDS.NS,JUBLINDS
NCL Industries Ltd.,NCLIND.NS,NCLIND
Sintex Industries Ltd.,SINTEX.NS,SINTEX
Balu Forge Industries Ltd.,.NS,
Century Enka Ltd.,CENTENKA.NS,CENTENKA
Vardhman Holdings Ltd.,VHL.NS,VHL
Dhanvarsha Finvest Ltd.,.NS,
Shree Global Tradefin Ltd.,.NS,
Seshasayee Paper and Boards Ltd.,SESHAPAPER.NS,SESHAPAPER
Welspun Specialty Solutions Ltd.,REMIMETAL.NS,REMIMETAL
Oriental Carbon & Chemicals Ltd.,OCCL.NS,OCCL
Avadh Sugar & Energy Ltd.,AVADHSUGAR.NS,AVADHSUGAR
WPIL Ltd.,.NS,
Tamilnadu Petroproducts Ltd.,TNPETRO.NS,TNPETRO
Genesys International Corporation Ltd.,GENESYS.NS,GENESYS
Sanghvi Movers Ltd.,SANGHVIMOV.NS,SANGHVIMOV
Capital India Finance Ltd.,.NS,
SVP Global Textiles Ltd.,SVPGLOB.NS,SVPGLOB
D.P. Abhushan Ltd.,DPABHUSHAN.NS,DPABHUSHAN
Ador Welding Ltd.,ADORWELD.NS,ADORWELD
SML Isuzu Ltd.,SMLISUZU.NS,SMLISUZU
Spencer's Retail Ltd.,SPENCERS.NS,SPENCERS
Goodluck India Ltd.,GOODLUCK.NS,GOODLUCK
Coffee Day Enterprises Ltd.,COFFEEDAY.NS,COFFEEDAY
Apex Frozen Foods Ltd.,APEX.NS,APEX
Srikalahasthi Pipes Ltd.,SRIPIPES.NS,SRIPIPES
Foseco India Ltd.,FOSECOIND.NS,FOSECOIND
Mishtann Foods Ltd.,.NS,
Indian Hume Pipe Company Ltd.,INDIANHUME.NS,INDIANHUME
Automotive Stampings and Assemblies Ltd.,ASAL.NS,ASAL
Saint-Gobain Sekurit India Ltd.,.NS,
Associated Alcohols & Breweries Ltd.,ASALCBR.NS,ASALCBR
Gokul Agro Resources Ltd.,GOKULAGRO.NS,GOKULAGRO
Texmaco Infrastructure & Holdings Ltd.,TEXINFRA.NS,TEXINFRA
Dredging Corporation Of India Ltd.,DREDGECORP.NS,DREDGECORP
Ashapura Minechem Ltd.,ASHAPURMIN.NS,ASHAPURMIN
Allsec Technologies Ltd.,ALLSEC.NS,ALLSEC
Vimta Labs Ltd.,VIMTALABS.NS,VIMTALABS
Balmer Lawrie Investments Ltd.,.NS,
Sadhana Nitro Chem Ltd.,.NS,
Satia Industries Ltd.,SATIA.NS,SATIA
Andhra Paper Ltd.,ANDHRAPAP.NS,ANDHRAPAP
BMW Industries Ltd.,.NS,
Sintex Plastics Technology Ltd.,SPTL.NS,SPTL
Timex Group India Ltd.,TIMEXWATCH.NS,TIMEXWATCH
Cheviot Company Ltd.,.NS,
Arshiya Ltd.,ARSHIYA.NS,ARSHIYA
Arvind Smartspaces Ltd.,ARVSMART.NS,ARVSMART
Syncom Formulations (India) Ltd.,.NS,
Kwality Pharmaceuticals Ltd.,.NS,
Everest Industries Ltd.,EVERESTIND.NS,EVERESTIND
Themis Medicare Ltd.,THEMISMED.NS,THEMISMED
Rajapalayam Mills Ltd.,RAJPALAYAM.NS,RAJPALAYAM
Shriram EPC Ltd.,SHRIRAMEPC.NS,SHRIRAMEPC
United Drilling Tools Ltd.,UNIDT.NS,UNIDT
Mangalam Organics Ltd.,MANORG.NS,MANORG
Rane Holdings Ltd.,RANEHOLDIN.NS,RANEHOLDIN
Precision Wires India Ltd.,PRECWIRE.NS,PRECWIRE
Inox Wind Energy Ltd.,IWEL.NS,IWEL
Suumaya Industries Ltd.,SUULD.NS,SUULD
Emami Paper Mills Ltd.,EMAMIPAP.NS,EMAMIPAP
Oswal Greentech Ltd.,BINDALAGRO.NS,BINDALAGRO
Asian Granito India Ltd.,ASIANTILES.NS,ASIANTILES
Tamil Nadu Newsprint & Papers Ltd.,TNPL.NS,TNPL
FCS Software Solutions Ltd.,FCSSOFT.NS,FCSSOFT
Antony Waste Handling Cell Ltd.,AWHCL.NS,AWHCL
Eldeco Housing & Industries Ltd.,.NS,
Unitech Ltd.,UNITECH.NS,UNITECH
Rushil Decor Ltd.,RUSHIL.NS,RUSHIL
SMC Global Securities Ltd.,SMCGLOBAL.NS,SMCGLOBAL
Bhagiradha Chemicals & Industries Ltd.,BHAGCHEM.NS,BHAGCHEM
Fermenta Biotech Ltd.,.NS,
Zee Media Corporation Ltd.,ZEEMEDIA.NS,ZEEMEDIA
India Nippon Electricals Ltd.,INDNIPPON.NS,INDNIPPON
Globus Power Generation Ltd.,.NS,
Yaari Digital Integrated Services Ltd.,YAARI.NS,YAARI
Disa India Ltd.,GEORGFISCH.NS,GEORGFISCH
Shri Jagdamba Polymers Ltd.,.NS,
Music Broadcast Ltd.,RADIOCITY.NS,RADIOCITY
Mangalore Chemicals & Fertilizers Ltd.,MANGCHEFER.NS,MANGCHEFER
Dhunseri Ventures Ltd.,DVL.NS,DVL
BCL Industries Ltd.,BCLIND.NS,BCLIND
Entertainment Network (India) Ltd.,ENIL.NS,ENIL
Mac Charles (India) Ltd.,.NS,
Deccan Cements Ltd.,DECCANCE.NS,DECCANCE
Nalwa Sons Investments Ltd.,NSIL.NS,NSIL
Taj GVK Hotels & Resorts Ltd.,TAJGVK.NS,TAJGVK
GFL Ltd.,GFLLIMITED.NS,GFLLIMITED
Indo Amines Ltd.,.NS,
DCM Shriram Industries Ltd.,DCMSRIND.NS,DCMSRIND
GIC Housing Finance Ltd.,GICHSGFIN.NS,GICHSGFIN
Aditya Vision Ltd.,.NS,
Quint Digital Media Ltd.,.NS,
Jay Bharat Maruti Ltd.,JAYBARMARU.NS,JAYBARMARU
Kalyani Investment Company Ltd.,KICL.NS,KICL
Universus Photo Imagings Ltd.,UNIVPHOTO.NS,UNIVPHOTO
Raghav Productivity Enhancers Ltd.,.NS,
Hexa Tradex Ltd.,HEXATRADEX.NS,HEXATRADEX
Anjani Portland Cement Ltd.,APCL.NS,APCL
Dharamsi Morarji Chemical Company Ltd.,DHARAMSI.NS,DHARAMSI
Pearl Global Industries Ltd.,PGIL.NS,PGIL
New Delhi Television Ltd.,NDTV.NS,NDTV
Aarti Surfactants Ltd.,AARTISURF.NS,AARTISURF
Deep Polymers Ltd.,.NS,
Skipper Ltd.,SKIPPER.NS,SKIPPER
Indian Infotech & Software Ltd.,.NS,
Pitti Engineering Ltd.,PITTIENG.NS,PITTIENG
Arman Financial Services Ltd.,ARMANFIN.NS,ARMANFIN
Dynemic Products Ltd.,DYNPRO.NS,DYNPRO
Nahar Poly Films Ltd.,NAHARPOLY.NS,NAHARPOLY
Centum Electronics Ltd.,CENTUM.NS,CENTUM
VLS Finance Ltd.,VLSFINANCE.NS,VLSFINANCE
Gujarat Themis Biosyn Ltd.,GUJTHEMIS.NS,GUJTHEMIS
Uttam Sugar Mills Ltd.,UTTAMSUGAR.NS,UTTAMSUGAR
Lincoln Pharmaceuticals Ltd.,LINCOLN.NS,LINCOLN
Salasar Techno Engineering Ltd.,SALASAR.NS,SALASAR
Radhe Developers (India) Ltd.,.NS,
Nelcast Ltd.,NELCAST.NS,NELCAST
Vijay Solvex Ltd.,.NS,
Yuken India Ltd.,YUKEN.NS,YUKEN
Beekay Steel Industries Ltd.,.NS,
Arihant Superstructures Ltd.,ARIHANTSUP.NS,ARIHANTSUP
Snowman Logistics Ltd.,SNOWMAN.NS,SNOWMAN
RACL Geartech Ltd.,.NS,
Faze Three Ltd.,FAZETHREE.NS,FAZETHREE
Indraprastha Medical Corporation Ltd.,INDRAMEDCO.NS,INDRAMEDCO
Seacoast Shipping Services Ltd.,.NS,
Kuantum Papers Ltd.,KUANTUM.NS,KUANTUM
Summit Securities Ltd.,SUMMITSEC.NS,SUMMITSEC
Oriental Hotels Ltd.,ORIENTHOT.NS,ORIENTHOT
Niyogin Fintech Ltd.,.NS,
Shiva Cement Ltd.,.NS,
Mirc Electronics Ltd.,MIRCELECTR.NS,MIRCELECTR
Sadbhav Engineering Ltd.,SADBHAV.NS,SADBHAV
Nagarjuna Fertilizers and Chemicals Ltd.,NAGAFERT.NS,NAGAFERT
KSE Ltd.,KSE.NS,KSE
Take Solutions Ltd.,TAKE.NS,TAKE
Ravindra Energy Ltd.,.NS,
B.L. Kashyap and Sons Ltd.,BLKASHYAP.NS,BLKASHYAP
HLV Ltd.,HLVLTD.NS,HLVLTD
Orient Paper & Industries Ltd.,ORIENTPPR.NS,ORIENTPPR
Likhitha Infrastructure Ltd.,LIKHITHA.NS,LIKHITHA
Repro India Ltd.,REPRO.NS,REPRO
Amines & Plasticizers Ltd.,.NS,
Lyka Labs Ltd.,LYKALABS.NS,LYKALABS
ASM Technologies Ltd.,.NS,
Vadilal Industries Ltd.,VADILALIND.NS,VADILALIND
Ganesh Benzoplast Ltd.,GANESHBE.NS,GANESHBE
Kriti Industries (India) Ltd.,KRITI.NS,KRITI
HCL Infosystems Ltd.,HCL-INSYS.NS,HCL-INSYS
HP Adhesives Ltd.,HPAL.NS,HPAL
Onward Technologies Ltd.,ONWARDTEC.NS,ONWARDTEC
Rane Brake Lining Ltd.,RBL.NS,RBL
Shree Pushkar Chemicals & Fertilisers Ltd.,SHREEPUSHK.NS,SHREEPUSHK
Exxaro Tiles Ltd.,EXXARO.NS,EXXARO
Balaji Telefilms Ltd.,BALAJITELE.NS,BALAJITELE
Hi-Tech Pipes Ltd.,HITECH.NS,HITECH
Kanoria Chemicals & Industries Ltd.,KANORICHEM.NS,KANORICHEM
The State Trading Corporation Of India Ltd.,STCINDIA.NS,STCINDIA
Jayant Agro-Organics Ltd.,JAYAGROGN.NS,JAYAGROGN
Delphi World Money Ltd.,DELPHIFX.NS,DELPHIFX
Gallantt Metal Ltd.,GALLANTT.NS,GALLANTT
Sterling Tools Ltd.,STERTOOLS.NS,STERTOOLS
Vintage Coffee & Beverages Ltd.,.NS,
Loyal Textile Mills Ltd.,.NS,
Aurionpro Solutions Ltd.,AURIONPRO.NS,AURIONPRO
Waaree Renewable Technologies Ltd.,.NS,
Enkei Wheels (India) Ltd.,.NS,
Nahar Capital And Financial Services Ltd.,NAHARCAP.NS,NAHARCAP
Navkar Corporation Ltd.,NAVKARCORP.NS,NAVKARCORP
Automobile Corporation of Goa Ltd.,AUTOCORP.NS,AUTOCORP
Jai Balaji Industries Ltd.,JAIBALAJI.NS,JAIBALAJI
Khaitan Chemicals & Fertilizers Ltd.,KHAICHEM.NS,KHAICHEM
Kellton Tech Solutions Ltd.,KELLTONTEC.NS,KELLTONTEC
HT Media Ltd.,HTMEDIA.NS,HTMEDIA
Kokuyo Camlin Ltd.,KOKUYOCMLN.NS,KOKUYOCMLN
Lancer Containers Lines Ltd.,.NS,
Orissa Bengal Carrier Ltd.,.NS,
Oriental Rail Infrastructure Ltd.,.NS,
Steelcast Ltd.,STEELCAS.NS,STEELCAS
Satin Creditcare Network Ltd.,SATIN.NS,SATIN
Choice International Ltd.,.NS,
D-Link (India) Ltd.,DLINKINDIA.NS,DLINKINDIA
Oricon Enterprises Ltd.,ORICONENT.NS,ORICONENT
Allied Digital Services Ltd.,ADSL.NS,ADSL
Shalimar Paints Ltd.,SHALPAINTS.NS,SHALPAINTS
Nectar Lifesciences Ltd.,NECLIFE.NS,NECLIFE
Vishal Fabrics Ltd.,VISHAL.NS,VISHAL
Hindusthan Urban Infrastructure Ltd.,.NS,
Wim Plast Ltd.,WIMPLAST.NS,WIMPLAST
KPI Global Infrastructure Ltd.,KPIGLOBAL.NS,KPIGLOBAL
Rico Auto Industries Ltd.,RICOAUTO.NS,RICOAUTO
Plastiblends India Ltd.,PLASTIBLEN.NS,PLASTIBLEN
IFB Agro Industries Ltd.,IFBAGRO.NS,IFBAGRO
IST Ltd.,.NS,
TAAL Enterprises Ltd.,.NS,
Muthoot Capital Services Ltd.,MUTHOOTCAP.NS,MUTHOOTCAP
XT Global Infotech Ltd.,.NS,
Prozone Intu Properties Ltd.,PROZONINTU.NS,PROZONINTU
Gloster Ltd.,.NS,
Windlas Biotech Ltd.,WINDLAS.NS,WINDLAS
JCT Ltd.,JCT.NS,JCT
John Cockrill India Ltd.,FLATPROD.NS,FLATPROD
Tanfac Industries Ltd.,TANFACIND.NS,TANFACIND
Sree Rayalaseema Hi-Strength Hypo Ltd.,SRHHYPOLTD.NS,SRHHYPOLTD
Axtel Industries Ltd.,.NS,
Kamdhenu Ltd.,KAMDHENU.NS,KAMDHENU
V2 Retail Ltd.,V2RETAIL.NS,V2RETAIL
The Sandesh Ltd.,SANDESH.NS,SANDESH
Control Print Ltd.,CONTROLPR.NS,CONTROLPR
HCP Plastene Bulkpack Ltd.,.NS,
Gayatri Projects Ltd.,GAYAPROJ.NS,GAYAPROJ
N.B.I. Industrial Finance Co. Ltd.,NBIFIN.NS,NBIFIN
Mangalam Industrial Finance Ltd.,.NS,
Rubfila International Ltd.,RUBFILINTL.NS,RUBFILINTL
Man Industries (India) Ltd.,MANINDS.NS,MANINDS
Kaya Ltd.,KAYA.NS,KAYA
Beta Drugs Ltd.,BETA.NS,BETA
Nandan Denim Ltd.,NDL.NS,NDL
Artemis Medicare Services Ltd.,ARTEMISMED.NS,ARTEMISMED
Universal Cables Ltd.,UNIVCABLES.NS,UNIVCABLES
Rama Phosphates Ltd.,RAMAPHOSP.NS,RAMAPHOSP
Roto Pumps Ltd.,.NS,
Xelpmoc Design And Tech Ltd.,XELPMOC.NS,XELPMOC
Hitech Corporation Ltd.,HITECHCORP.NS,HITECHCORP
Sadbhav Infrastructure Project Ltd.,SADBHIN.NS,SADBHIN
Munjal Auto Industries Ltd.,MUNJALAU.NS,MUNJALAU
Agarwal Industrial Corporation Ltd.,AGARIND.NS,AGARIND
Bannari Amman Spinning Mills Ltd.,BASML.NS,BASML
Megasoft Ltd.,MEGASOFT.NS,MEGASOFT
Sahyadri Industries Ltd.,.NS,
Sarla Performance Fibers Ltd.,SARLAPOLY.NS,SARLAPOLY
Tourism Finance Corporation Of India Ltd.,TFCILTD.NS,TFCILTD
Venus Remedies Ltd.,VENUSREM.NS,VENUSREM
Rane (Madras) Ltd.,RML.NS,RML
Vishwaraj Sugar Industries Ltd.,VISHWARAJ.NS,VISHWARAJ
Shreyas Shipping & Logistics Ltd.,SHREYAS.NS,SHREYAS
Marathon Nextgen Realty Ltd.,MARATHON.NS,MARATHON
DCM Nouvelle Ltd.,DCMNVL.NS,DCMNVL
Jash Engineering Ltd.,JASH.NS,JASH
Systematix Corporate Services Ltd.,.NS,
Vascon Engineers Ltd.,VASCONEQ.NS,VASCONEQ
The Investment Trust of India Ltd.,THEINVEST.NS,THEINVEST
Tribhovandas Bhimji Zaveri Ltd.,TBZ.NS,TBZ
Anuh Pharma Ltd.,.NS,
Krishana Phoschem Ltd.,KRISHANA.NS,KRISHANA
Rossell India Ltd.,ROSSELLIND.NS,ROSSELLIND
Marine Electricals (India) Ltd.,MARINE.NS,MARINE
TGV SRACC Ltd.,SREERAYALK.NS,SREERAYALK
Morganite Crucible (India) Ltd.,.NS,
Creative Newtech Ltd.,CREATIVE.NS,CREATIVE
Consolidated Finvest & Holdings Ltd.,CONSOFINVT.NS,CONSOFINVT
Hindustan Media Ventures Ltd.,HMVL.NS,HMVL
Finkurve Financial Services Ltd.,.NS,
Asian Energy Services Ltd.,ASIANENE.NS,ASIANENE
BGR Energy Systems Ltd.,BGRENERGY.NS,BGRENERGY
